energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,duration_ms,time_signature,playlist_genre,playlist_subgenre,track_popularity
0.703,169.888,0.639,-6.33,0.0865,0.138,0.0794,1.78E-6,0.0889,207301,4,latin,reggaeton,70
0.7,93.991,0.843,-3.563,0.14,0.899,0.0803,0,0.0934,226088,4,latin,reggaeton,69
0.694,90.02,0.869,-3.35,0.0878,0.511,0.0783,0.00125,0.356,224997,4,latin,reggaeton,68
0.636,174.14,0.695,-4.654,0.081,0.575,0.317,0,0.234,172235,4,latin,reggaeton,70
0.903,78.293,0.564,-3.221,0.175,0.607,0.307,0,0.356,230400,4,latin,reggaeton,71
0.674,99.968,0.804,-5.453,0.115,0.292,0.0333,1.18E-6,0.294,245940,4,latin,reggaeton,79
0.584,115.018,0.849,-8.195,0.492,0.724,0.115,6.18E-6,0.0929,139041,4,latin,reggaeton,71
0.673,181.891,0.655,-5.98,0.0753,0.342,0.308,0,0.473,249520,4,latin,reggaeton,70
0.858,92.523,0.627,-2.824,0.21,0.342,0.386,0,0.263,209160,4,latin,reggaeton,68
0.694,95,0.703,-4.808,0.12,0.298,0.0607,5.8E-6,0.436,245739,4,latin,reggaeton,71
0.789,91.911,0.757,-3.46,0.0717,0.464,0.0583,0,0.307,202174,4,latin,reggaeton,78
0.739,179.879,0.704,-3.286,0.0856,0.425,0.112,1.93E-5,0.328,208292,4,latin,reggaeton,70
0.846,98.026,0.734,-3.425,0.235,0.604,0.0489,1.74E-6,0.166,209884,4,latin,reggaeton,70
0.662,93.976,0.892,-3.894,0.363,0.607,0.162,1.24E-6,0.169,227013,4,latin,reggaeton,68
0.479,169.922,0.812,-5.678,0.0756,0.559,0.333,1.21E-6,0.213,234353,4,latin,reggaeton,79
0.892,97.008,0.791,-2.58,0.0609,0.916,0.0521,3.55E-4,0.0509,150619,4,latin,reggaeton,74
0.737,91.986,0.708,-4.045,0.0955,0.607,0.0436,0.00162,0.0739,197920,4,latin,reggaeton,82
0.711,102.984,0.822,-4.943,0.083,0.934,0.0668,1.46E-5,0.179,199947,4,latin,reggaeton,71
0.812,162.087,0.785,-3.174,0.107,0.903,0.0644,0,0.147,206103,4,latin,reggaeton,72
0.794,92.998,0.843,-4.686,0.25,0.796,0.0426,1.22E-6,0.226,275040,4,latin,reggaeton,69
0.769,167.969,0.771,-3.504,0.345,0.931,0.0694,1.57E-5,0.18,289899,4,latin,reggaeton,68
0.88,180.011,0.72,-2.834,0.153,0.463,0.101,0.06,0.0562,197333,4,latin,reggaeton,75
0.672,93.999,0.817,-5.612,0.13,0.774,0.299,0,0.441,332240,4,latin,reggaeton,72
0.543,98.992,0.898,-8.317,0.338,0.359,0.121,6.23E-4,0.343,305114,4,latin,reggaeton,71
0.709,99.993,0.725,-5.017,0.114,0.648,0.129,1.89E-4,0.321,193039,4,latin,reggaeton,79
0.766,96.037,0.88,-2.906,0.382,0.594,0.0505,1.79E-5,0.0881,210788,4,latin,reggaeton,69
0.671,169.727,0.714,-5.119,0.325,0.641,0.362,0,0.292,229827,4,latin,reggaeton,69
0.617,173.97,0.703,-5.696,0.433,0.486,0.151,6.11E-6,0.215,275862,4,latin,reggaeton,75
0.626,100.02,0.763,-5.637,0.205,0.78,0.0433,0.225,0.0859,156171,4,latin,reggaeton,85
0.499,99.986,0.791,-8.472,0.0899,0.669,0.0509,2.41E-5,0.446,222000,4,latin,reggaeton,87
0.476,129.992,0.793,-10.515,0.115,0.578,0.0406,0,0.132,194769,4,latin,reggaeton,75
0.71,92.009,0.535,-2.978,0.141,0.523,0.324,0,0.428,212653,4,latin,reggaeton,70
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,5.94E-4,0.446,195824,4,latin,reggaeton,93
0.482,100.029,0.69,-6.335,0.0728,0.356,0.2,4.0E-4,0.523,149074,4,latin,reggaeton,88
0.779,128.028,0.937,-3.539,0.0408,0.95,0.329,6.85E-5,0.22,155625,4,latin,reggaeton,71
0.583,115.221,0.669,-8.949,0.1,0.271,0.269,2.54E-6,0.603,234716,4,latin,reggaeton,83
0.496,100.025,0.696,-7.532,0.0626,0.476,0.0365,3.97E-4,0.273,184806,4,latin,reggaeton,76
0.665,100.09,0.858,-4.772,0.119,0.659,0.152,0,0.126,195587,4,latin,reggaeton,79
0.86,100.019,0.774,-2.888,0.116,0.446,0.13,0,0.131,196800,4,latin,reggaeton,88
0.507,99.994,0.755,-6.76,0.18,0.606,0.0684,1.82E-5,0.293,124806,4,latin,reggaeton,76
0.599,86.533,0.828,-1.624,0.0775,0.478,0.149,0,0.381,171692,5,brazilian,funk,73
0.827,129.949,0.956,1.295,0.423,0.614,0.222,2.59E-4,0.136,133846,4,brazilian,funk,70
0.99,126.015,0.748,-2.39,0.267,0.386,0.151,0.132,0.303,118194,4,brazilian,funk,72
0.803,130.028,0.877,-3.195,0.087,0.795,0.0507,0.056,0.734,61673,4,brazilian,funk,77
0.413,130.078,0.92,-7.901,0.133,0.679,0.0752,0.0514,0.504,138462,4,brazilian,funk,72
0.789,130.053,0.89,-1.826,0.192,0.758,0.428,0,0.147,199615,4,brazilian,funk,69
0.427,80.492,0.492,-6.37,0.53,0.443,0.372,0.00482,0.364,123692,5,brazilian,funk,77
0.669,130.05,0.949,-3.922,0.169,0.843,0.222,5.92E-4,0.36,132923,4,brazilian,funk,78
0.687,117.008,0.778,-8.568,0.356,0.839,0.105,0.0105,0.578,266667,4,brazilian,funk,78
0.955,130.068,0.679,-3.715,0.125,0.713,0.0437,0.235,7.37E-4,119221,4,brazilian,funk,71
0.582,84.917,0.615,-0.93,0.0791,0.892,0.364,6.55E-5,0.269,157216,5,brazilian,funk,68
0.96,130.118,0.863,-1.458,0.0853,0.586,0.0492,0.00526,0.497,92093,4,brazilian,funk,71
0.907,117.054,0.863,-5.077,0.182,0.304,0.295,8.13E-4,0.0683,107971,4,brazilian,funk,72
0.59,86.429,0.711,-5.967,0.0798,0.702,0.271,1.83E-6,0.26,121384,5,brazilian,funk,70
0.327,90.025,0.707,-17.176,0.155,0.181,0.0687,0.0148,0.185,176000,4,turkish,pop,75
0.729,98.022,0.629,-5.235,0.253,0.427,0.0379,7.75E-5,0.431,154286,4,turkish,pop,75
0.656,120.001,0.685,-8.028,0.318,0.556,0.0411,0,0.702,172000,4,turkish,pop,70
0.606,95.056,0.831,-4.84,0.0973,0.883,0.0626,1.04E-6,0.684,146526,4,turkish,pop,72
0.914,108.02,0.726,-4.226,0.54,0.839,0.0802,0,0.0758,181518,4,turkish,pop,74
0.724,78.753,0.536,-6.84,0.116,0.587,0.152,0,0.748,142000,4,turkish,pop,68
0.622,204.028,0.406,-7.647,0.309,0.567,0.0648,1.35E-5,0.497,196075,4,turkish,pop,69
0.538,141.894,0.52,-8.109,0.119,0.177,0.206,0.00187,0.367,345133,4,hip-hop,chill,73
0.586,130.012,0.891,-4.665,0.213,0.954,0.121,0,0.0833,134548,4,hip-hop,chill,75
0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,2.56E-6,0.0584,256000,4,hip-hop,chill,92
0.84,95.416,0.856,-7.736,0.0773,0.792,0.334,0,0.0973,298053,4,hip-hop,chill,72
0.818,97.571,0.373,-3.19,0.434,0.361,0.102,0,0.36,253834,4,hip-hop,chill,87
0.803,67.536,0.284,-5.293,0.242,0.553,0.173,0,0.302,323960,4,hip-hop,chill,72
0.86,76.54,0.575,-3.165,0.0973,0.834,0.23,0,0.298,107314,1,hip-hop,chill,72
0.579,84.143,0.562,-6.788,0.102,0.577,0.484,0,0.274,176591,4,hip-hop,chill,70
0.621,119.043,0.455,-7.694,0.123,0.28,0.0517,2.59E-6,0.651,251250,4,hip-hop,chill,82
0.76,80.082,0.435,-4.935,0.158,0.206,0.0721,0,0.0175,351947,4,hip-hop,chill,76
0.638,82.81,0.677,-8.631,0.193,0.435,0.333,0,0.589,211497,4,hip-hop,chill,73
0.498,81.958,0.665,-8.185,0.0757,0.127,0.083,0,0.23,179613,4,hip-hop,chill,72
0.441,135.028,0.942,-11.448,0.138,0.925,0.469,0,0.493,144000,4,hip-hop,chill,68
0.421,95.977,0.852,-9.153,0.106,0.457,0.208,2.28E-6,0.428,202285,4,hip-hop,chill,73
0.652,141.981,0.47,-9.629,0.175,0.104,0.0561,4.08E-5,0.0831,190286,4,hip-hop,chill,84
0.574,120.013,0.669,-6.442,0.146,0.273,0.0286,0.00294,0.0175,196400,4,hip-hop,chill,84
0.638,94.893,0.809,-5.646,0.453,0.608,0.28,0,0.262,224043,4,hip-hop,chill,68
0.57,129.953,0.734,-7.066,0.112,0.689,0.133,2.14E-5,0.847,95467,4,hip-hop,chill,81
0.744,82.356,0.798,-5.328,0.292,0.794,0.136,1.06E-4,0.33,260000,4,hip-hop,chill,78
0.653,142.347,0.493,-5.666,0.511,0.852,0.0466,0,0.269,121573,4,hip-hop,chill,73
0.435,120.058,0.843,-8.442,0.147,0.19,0.178,0,0.47,208080,4,hip-hop,chill,72
0.636,145.972,0.837,-7.643,0.342,0.274,0.086,0.00125,0.0395,288624,4,hip-hop,chill,77
0.628,90.482,0.639,-7.578,0.386,0.43,0.0398,0,0.0381,237507,4,hip-hop,chill,83
0.354,160.037,0.741,-10.603,0.118,0.583,0.0837,0.00577,0.181,326933,4,hip-hop,chill,78
0.463,111.98,0.809,-11.377,0.109,0.364,0.0396,0.085,0.256,298941,4,hip-hop,chill,80
0.604,49.305,0.583,-8.437,0.724,0.691,0.456,0,0.735,99907,5,hip-hop,chill,68
0.646,176.153,0.599,-6.326,0.128,0.638,0.337,4.36E-6,0.222,220387,4,hip-hop,chill,68
0.251,139.999,0.746,-16.169,0.106,0.18,0.259,0.00203,0.782,120027,4,hip-hop,chill,84
0.734,97.044,0.918,-2.832,0.191,0.608,0.269,8.01E-6,0.0296,230693,4,hip-hop,chill,70
0.63,95,0.874,-3.585,0.0582,0.717,0.298,0.00479,0.0578,281600,4,hip-hop,chill,74
0.506,115.994,0.848,-5.105,0.102,0.593,0.0336,0,0.376,192693,4,hip-hop,chill,69
0.747,86.918,0.67,-7.059,0.115,0.918,0.189,0,0.337,203493,4,hip-hop,chill,79
0.678,117.067,0.595,-5.18,0.418,0.259,0.0335,0.00389,0.0199,99213,4,hip-hop,chill,83
0.52,92.869,0.747,-10.523,0.142,0.601,0.0357,0.0537,0.0977,232773,4,hip-hop,chill,76
0.533,131.036,0.797,-9.74,0.103,0.329,0.0412,1.52E-4,0.0172,146520,4,hip-hop,chill,84
0.731,174.516,0.552,-6.873,0.258,0.632,0.615,0,0.0536,248613,4,hip-hop,chill,72
0.559,78.558,0.558,-9.222,0.109,0.62,0.0959,7.49E-6,0.371,180387,4,hip-hop,chill,90
0.631,84.166,0.48,-5.488,0.149,0.515,0.116,1.05E-4,0.0791,195093,4,hip-hop,chill,70
0.283,138.97,0.898,-12.335,0.11,0.469,0.356,3.83E-4,0.319,216520,4,hip-hop,chill,68
0.283,97.04,0.766,-10.33,0.115,0.144,0.0846,0.0172,0.111,219692,4,hip-hop,chill,77
0.648,93.2,0.737,-5.493,0.105,0.746,0.138,6.92E-6,0.252,259354,4,ambient,meditative,77
0.634,101.837,0.502,-3.367,0.188,0.645,0.144,0.0341,0.677,219628,3,ambient,meditative,72
0.385,106.312,0.619,-11.272,0.179,0.294,0.118,0.00369,0.129,135577,5,ambient,meditative,71
0.651,67.813,0.49,-6.259,0.108,0.567,0.138,7.59E-6,0.714,180594,5,ambient,meditative,68
0.415,113.976,0.823,-10.845,0.128,0.488,0.0637,0.0316,0.471,186154,4,ambient,meditative,70
0.801,104.986,0.778,-7.326,0.0912,0.914,0.106,1.55E-4,0.692,157714,4,ambient,meditative,70
0.681,139.057,0.918,-4.705,0.0615,0.706,0.201,0,0.263,229133,4,ambient,meditative,79
0.756,105.024,0.719,-5.392,0.109,0.647,0.0761,0,0.0541,219500,4,ambient,meditative,72
0.503,99.97,0.792,-8.044,0.0959,0.381,0.0626,5.7E-4,0.0369,185093,4,ambient,meditative,68
0.463,125.15,0.562,-7.478,0.157,0.416,0.0787,1.45E-4,0.442,247579,5,ambient,meditative,72
0.707,104.027,0.849,-6.002,0.618,0.602,0.113,8.58E-6,0.0266,248040,4,ambient,meditative,70
0.501,103.993,0.637,-6.148,0.099,0.431,0.187,5.91E-5,0.229,185461,4,ambient,meditative,68
0.496,109.979,0.812,-5.969,0.0955,0.55,0.297,0,0.271,241293,4,ambient,meditative,73
0.581,102.964,0.609,-10.854,0.283,0.528,0.277,0,0.509,196204,3,ambient,meditative,72
0.642,83.389,0.463,-4.474,0.0686,0.339,0.34,0,0.314,189893,4,ambient,meditative,82
0.655,92.9,0.649,-5.534,0.22,0.793,0.0652,0,0.307,147581,4,ambient,meditative,70
0.549,123.879,0.613,-8.187,0.116,0.78,0.231,0,0.097,180000,5,ambient,meditative,71
0.529,112.014,0.782,-8.626,0.413,0.44,0.0592,1.42E-6,0.509,156429,4,ambient,meditative,69
0.00161,140.997,0.138,-43.643,0.0951,0.155,0.0532,0.971,0.977,144750,1,ambient,chill,72
0.277,159.719,0.329,-13.111,0.0971,0.121,0.0302,0.024,0.971,289560,3,ambient,academic,75
0.04,135.965,0.44,-16.887,0.111,0.249,0.0322,0.465,0.981,193749,4,ambient,academic,77
0.664,129.071,0.575,-5.303,0.116,0.437,0.0481,0,0.637,241688,4,ambient,academic,81
0.581,130.033,0.613,-8.588,0.25,0.551,0.0424,3.45E-4,0.537,239560,4,ambient,academic,83
0.416,113.986,0.324,-8.92,0.11,0.151,0.0368,3.69E-5,0.262,236053,4,ambient,academic,83
0.363,121.412,0.531,-7.672,0.112,0.259,0.0608,0,0.749,229720,4,ambient,academic,77
0.394,96.192,0.421,-8.312,0.0984,0.399,0.0277,4.74E-6,0.863,211000,3,ambient,academic,78
0.308,113.95,0.504,-14.958,0.158,0.121,0.0321,0.135,0.868,137773,4,ambient,academic,88
0.422,144.678,0.718,-9.115,0.17,0.455,0.0621,0,0.0764,207027,4,ambient,academic,71
0.449,123.969,0.327,-5.362,0.22,0.179,0.034,0.00444,0.369,218755,4,ambient,academic,68
0.135,82.987,0.387,-14.398,0.0948,0.21,0.051,0,0.929,216448,4,ambient,academic,72
0.179,140.01,0.539,-14.33,0.106,0.145,0.0309,0.393,0.921,198027,3,ambient,academic,72
0.119,70.499,0.467,-10.99,0.0973,0.156,0.0401,1.4E-6,0.969,272485,4,ambient,academic,73
0.0561,79.764,0.319,-23.023,0.388,0.082,0.045,0.00384,0.935,242652,3,ambient,academic,74
0.343,145.115,0.474,-8.571,0.305,0.152,0.027,2.65E-5,0.578,243907,3,ambient,academic,72
0.156,94.08,0.671,-16.288,0.113,0.201,0.0371,0.0518,0.804,211960,4,ambient,academic,69
0.128,159.679,0.599,-17.261,0.115,0.367,0.109,0.121,0.974,244221,4,ambient,academic,70
0.129,137.35,0.483,-20.149,0.106,0.203,0.0349,0.145,0.947,161929,3,ambient,academic,81
0.322,148.005,0.516,-11.762,0.215,0.261,0.0292,0.00194,0.473,182888,3,ambient,academic,80
0.268,102.617,0.371,-10.506,0.104,0.165,0.0281,0.0517,0.748,227093,3,ambient,academic,85
0.338,133.943,0.408,-13.626,0.0732,0.1,0.0431,6.39E-4,0.521,177609,3,ambient,academic,76
0.289,129.753,0.531,-10.065,0.134,0.12,0.0286,3.58E-4,0.339,393962,4,ambient,academic,75
0.276,201.025,0.334,-13.125,0.113,0.429,0.0643,2.49E-4,0.877,271177,3,ambient,academic,79
0.304,78.997,0.538,-11.79,0.164,0.065,0.0352,6.31E-4,0.613,228071,3,ambient,academic,70
0.377,101.96,0.606,-9.455,0.154,0.446,0.0275,0,0.817,258813,4,ambient,academic,71
0.31,137.474,0.509,-10.623,0.0963,0.151,0.0313,0.229,0.959,208653,3,ambient,academic,73
0.225,104.007,0.554,-11.324,0.107,0.221,0.0281,0.0321,0.892,239880,4,ambient,academic,72
0.425,102.078,0.357,-7.301,0.322,0.27,0.0333,0,0.584,198040,3,ambient,academic,83
0.468,94.434,0.369,-9.013,0.109,0.18,0.0273,0.566,0.0205,290617,4,ambient,academic,87
0.407,117.053,0.457,-11.475,0.126,0.126,0.0308,0.884,0.805,257533,4,ambient,academic,78
0.664,107.747,0.404,-6.698,0.11,0.0949,0.0407,0.00402,0.542,351640,4,ambient,academic,80
0.526,130.694,0.521,-6.032,0.108,0.502,0.0281,0.00537,0.243,268293,4,ambient,academic,74
0.367,77.968,0.395,-7.653,0.11,0.426,0.0324,0,0.815,177212,4,ambient,academic,75
0.347,141.332,0.409,-8.159,0.121,0.199,0.0359,4.55E-6,0.834,205484,4,ambient,academic,72
0.483,144.99,0.617,-7.359,0.121,0.176,0.0458,2.16E-4,0.702,152318,4,ambient,academic,73
0.199,165.476,0.48,-12.398,0.0978,0.201,0.0329,0.0563,0.931,221510,4,ambient,academic,71
0.288,110.927,0.687,-10.415,0.0986,0.308,0.045,0,0.863,194887,4,ambient,academic,70
0.11,81.876,0.415,-14.901,0.0962,0.234,0.0388,0.00236,0.951,240147,4,ambient,academic,68
0.0972,86.686,0.443,-16.496,0.115,0.289,0.0793,0.0102,0.952,100716,4,ambient,academic,68
0.245,103.777,0.34,-13.352,0.0633,0.192,0.0319,0.0992,0.969,339891,4,ambient,academic,78
0.348,110.019,0.631,-10.285,0.295,0.32,0.0343,8.87E-5,0.926,232992,4,ambient,academic,68
0.159,72.38,0.403,-16.728,0.34,0.0381,0.104,0.0121,0.961,234761,4,ambient,academic,75
0.529,161.989,0.671,-7.226,0.0856,0.203,0.307,3.35E-4,0.0769,165820,4,hip-hop,melodic,83
0.663,184.057,0.672,-5.984,0.134,0.381,0.243,0,0.112,138324,4,hip-hop,melodic,76
0.561,148.775,0.686,-9.929,0.114,0.186,0.191,0,0.185,116240,4,hip-hop,melodic,72
0.819,94.011,0.565,-7.899,0.111,0.682,0.0668,0,0.232,176874,4,hip-hop,melodic,71
0.767,160.084,0.718,-5.641,0.114,0.519,0.166,0,0.138,156000,4,hip-hop,melodic,70
0.653,150.097,0.547,-3.875,0.103,0.163,0.081,0,0.456,174853,4,hip-hop,melodic,74
0.534,93.924,0.832,-7.813,0.165,0.116,0.253,0,0.345,132833,4,hip-hop,melodic,78
0.662,112.509,0.897,-6.903,0.534,0.39,0.292,0,0.0852,145543,4,hip-hop,melodic,79
0.515,120.1,0.567,-10.265,0.078,0.321,0.247,0,0.354,224000,1,hip-hop,melodic,73
0.651,163.935,0.665,-5.515,0.0896,0.237,0.156,0,0.0414,175755,4,hip-hop,melodic,77
0.55,124.13,0.629,-6.772,0.095,0.154,0.0543,0,0.152,189487,4,hip-hop,melodic,68
0.671,179.987,0.684,-6.424,0.0769,0.45,0.289,0,0.0119,171253,4,hip-hop,melodic,73
0.8,139.918,0.498,-2.665,0.147,0.272,0.0503,0,0.0903,229573,4,hip-hop,melodic,73
0.54,143.968,0.634,-7.002,0.302,0.543,0.0777,0,0.0223,149360,4,hip-hop,melodic,71
0.545,97.008,0.809,-6.678,0.151,0.244,0.0734,0,0.392,180435,4,hip-hop,melodic,73
0.369,140.004,0.735,-9.682,0.126,0.235,0.0688,0,0.334,222997,4,hip-hop,melodic,73
0.662,150.047,0.709,-4.55,0.108,0.439,0.0767,0,0.00966,218349,4,hip-hop,melodic,70
0.75,155.096,0.732,-6.366,0.109,0.401,0.231,0,0.00264,182707,4,hip-hop,melodic,81
0.588,114.929,0.712,-5.332,0.21,0.471,0.0543,0,0.112,120035,4,hip-hop,melodic,70
0.538,99.952,0.829,-7.359,0.103,0.389,0.212,1.88E-6,0.137,149547,4,hip-hop,melodic,77
0.507,130.007,0.872,-6.323,0.111,0.506,0.072,0,0.195,158667,4,hip-hop,melodic,76
0.631,105.989,0.648,-5.662,0.12,0.142,0.104,0,0.38,349933,4,hip-hop,melodic,71
0.646,127.978,0.946,-6.604,0.0643,0.961,0.21,0,0.219,246988,4,hip-hop,melodic,73
0.814,144.991,0.625,-5.181,0.158,0.535,0.0657,0,0.0172,205485,4,hip-hop,melodic,75
0.779,123.013,0.724,-5.412,0.127,0.53,0.0807,0,0.098,144390,4,hip-hop,melodic,78
0.763,120.042,0.695,-3.497,0.0863,0.551,0.0396,0.00242,0.189,215280,4,hip-hop,melodic,83
0.782,94.03,0.701,-4.987,0.124,0.57,0.138,2.31E-6,0.0918,156040,4,hip-hop,melodic,77
0.88,169.949,0.49,-4.856,0.103,0.392,0.0435,0,0.00154,184013,4,hip-hop,melodic,75
0.551,113.535,0.748,-9.054,0.0943,0.65,0.0239,1.57E-6,0.243,262240,4,korean,drama,74
0.526,124.709,0.558,-4.686,0.126,0.202,0.033,0,0.431,192441,4,korean,drama,69
0.614,136.628,0.553,-5.098,0.0811,0.345,0.0306,0,0.764,242679,4,korean,drama,71
0.506,133.403,0.469,-6.283,0.102,0.217,0.0291,0,0.587,233031,4,korean,drama,70
0.384,139.009,0.437,-8.384,0.121,0.181,0.042,2.33E-5,0.699,209947,4,korean,drama,69
0.557,114.019,0.815,-7.166,0.089,0.482,0.0318,0,0.109,202516,4,korean,drama,69
0.326,134.049,0.46,-8.226,0.0874,0.214,0.0304,0,0.763,244187,4,korean,drama,69
0.76,130.096,0.512,-5.889,0.103,0.495,0.0682,0,0.299,210928,4,korean,drama,68
0.645,85.046,0.714,-5.493,0.0942,0.434,0.0514,8.3E-4,0.229,180930,4,world,throat singing,70
0.321,110.827,0.68,-10.944,0.125,0.416,0.0376,4.67E-6,0.791,215986,4,world,throat singing,77
0.499,93.99,0.796,-6.166,0.0867,0.798,0.0404,0,0.392,266016,4,world,throat singing,71
0.588,79.989,0.675,-7.168,0.95,0.879,0.177,0,0.789,189867,4,world,throat singing,69
0.533,130.02,0.645,-11.65,0.2,0.349,0.0351,7.08E-6,0.644,180923,4,folk,nordic,76
0.615,84.07,0.775,-5.682,0.0595,0.918,0.368,0,0.304,197143,4,hip-hop,desi,74
0.798,86.638,0.509,-4.472,0.203,0.48,0.235,0,0.00625,180345,4,hip-hop,desi,70
0.606,175.917,0.656,-5.948,0.105,0.38,0.363,0,0.335,175909,4,hip-hop,desi,68
0.702,180.219,0.711,-10.048,0.0932,0.674,0.233,0.0163,0.00487,148188,4,hip-hop,desi,68
0.78,171.285,0.461,-5.004,0.181,0.448,0.363,0,0.128,227442,4,hip-hop,desi,75
0.431,94,0.881,-11.093,0.113,0.246,0.0914,0.0018,0.182,174730,4,hip-hop,desi,71
0.455,99.958,0.796,-7.763,0.156,0.352,0.0997,3.59E-6,0.637,117606,4,hip-hop,desi,73
0.362,115.974,0.967,-11.374,0.124,0.633,0.159,0.00637,0.514,139134,4,hip-hop,desi,69
0.627,89.998,0.742,-8.939,0.269,0.356,0.0533,1.23E-5,0.262,183757,4,hip-hop,desi,75
0.572,88.041,0.742,-8.163,0.318,0.644,0.0743,0.00428,0.391,196898,4,hip-hop,desi,70
0.684,100.042,0.769,-6.113,0.18,0.483,0.148,0,0.0977,161000,4,hip-hop,desi,68
0.566,85.953,0.794,-8.35,0.151,0.68,0.0602,1.68E-4,0.301,226933,4,hip-hop,desi,72
0.512,144.926,0.848,-7.757,0.101,0.881,0.118,0.00645,0.284,159222,4,hip-hop,desi,75
0.75,139.979,0.831,-5.42,0.111,0.662,0.153,0,0.0188,183429,4,hip-hop,desi,70
0.733,92.969,0.864,-3.292,0.166,0.183,0.0713,1.75E-4,0.144,128098,4,hip-hop,desi,71
0.356,83.679,0.708,-9.738,0.112,0.569,0.075,6.54E-5,0.437,263185,4,hip-hop,desi,75
0.718,89.906,0.716,-5.348,0.192,0.91,0.148,0,0.0452,154667,4,hip-hop,desi,73
0.745,180.098,0.464,-3.202,0.363,0.262,0.161,0,0.0235,190667,4,hip-hop,desi,85
0.661,76.71,0.836,-6.502,0.449,0.753,0.338,0,0.0208,213200,4,reggae,fusion,68
0.782,119.992,0.727,-8.529,0.225,0.655,0.042,0.336,0.0563,177599,4,electronic,afro house,68
0.787,119.996,0.704,-6.751,0.159,0.31,0.0462,0.00538,0.00926,214000,4,electronic,afro house,83
0.577,119.986,0.795,-9.638,0.051,0.206,0.0648,0.147,0.00263,248000,4,electronic,afro house,75
0.872,122.028,0.43,-7.821,0.119,0.136,0.0522,0.879,0.118,184500,4,electronic,afro house,69
0.946,120.036,0.542,-6.048,0.107,0.229,0.0425,0.632,0.0312,140500,4,electronic,afro house,71
0.797,122.011,0.702,-6.635,0.179,0.0356,0.0557,0.495,0.583,208525,4,electronic,afro house,79
0.723,123.993,0.787,-6.995,0.085,0.579,0.152,0.00447,0.0509,197695,4,electronic,afro house,70
0.879,123.004,0.741,-6.132,0.126,0.362,0.0425,0.0433,0.0841,201713,4,electronic,afro house,68
0.57,121.843,0.655,-11.475,0.105,0.487,0.0487,0.43,0.527,253770,4,electronic,afro house,70
0.637,120.033,0.847,-8.751,0.121,0.0509,0.0587,0.201,0.201,208135,4,electronic,afro house,74
0.83,120.97,0.808,-8.238,0.403,0.465,0.0356,0.809,0.00575,213768,4,electronic,afro house,69
0.0516,87.587,0.27,-33.766,0.112,0.199,0.0442,0.953,0.986,64788,4,classical,neo-classical,71
0.0582,132.614,0.191,-25.398,0.0941,0.0454,0.0578,0.89,0.961,357707,1,classical,neo-classical,70
0.146,172.13,0.265,-21.134,0.104,0.416,0.0323,0.893,0.985,154500,5,classical,neo-classical,71
0.0559,95.217,0.396,-20.707,0.11,0.278,0.0599,0.935,0.987,78413,1,classical,neo-classical,70
0.138,128.563,0.34,-24.95,0.112,0.325,0.0357,0.846,0.984,137547,4,classical,neo-classical,72
0.0968,62.881,0.286,-16.806,0.0861,0.0395,0.0323,0.696,0.178,275556,4,classical,neo-classical,71
0.874,91.038,0.532,-5.183,0.452,0.361,0.0482,0.012,0.00842,258413,4,electronic,vaporwave,73
0.149,82.019,0.485,-20.394,0.102,0.112,0.0282,0.917,0.886,99672,4,electronic,vaporwave,70
0.0823,67.238,0.252,-27.338,0.0857,0.0381,0.0344,0.928,0.951,86320,4,electronic,vaporwave,70
0.855,117.987,0.534,-7.578,0.0996,0.601,0.0342,0.893,4.3E-4,218384,4,electronic,vaporwave,69
0.641,141.931,0.529,-6.78,0.102,0.089,0.0336,0.76,0.0711,277711,4,electronic,vaporwave,74
0.754,170.084,0.564,-8.849,0.224,0.457,0.0646,0.84,0.0424,212939,5,electronic,vaporwave,68
0.715,113.861,0.552,-9.291,0.0669,0.858,0.0524,0.702,0.0286,69565,4,electronic,vaporwave,72
0.687,106.896,0.605,-13.928,0.104,0.12,0.045,0.949,0.479,345187,4,electronic,vaporwave,70
0.91,130.032,0.528,-7.309,0.0938,0.137,0.0366,0.764,0.346,222000,4,electronic,vaporwave,73
0.573,140.04,0.911,-7.43,0.403,0.972,0.288,0,0.38,97393,4,hip-hop,drill,77
0.413,146.05,0.747,-11.197,0.17,0.481,0.488,0,0.848,174247,4,hip-hop,drill,72
0.332,141.849,0.885,-8.62,0.119,0.423,0.848,0,0.0185,108169,4,hip-hop,drill,69
0.674,140.065,0.922,-4.429,0.128,0.726,0.366,3.07E-6,0.323,198027,4,hip-hop,drill,69
0.731,149.987,0.583,-6.18,0.238,0.446,0.0271,0.0136,0.0107,267600,4,rock,spanish,74
0.731,97.007,0.751,-4.419,0.0556,0.973,0.0308,0,0.0838,216707,4,rock,spanish,72
0.84,97.027,0.673,-3.564,0.0965,0.94,0.0559,0,0.0683,205373,4,rock,spanish,72
0.758,129.944,0.696,-6.077,0.189,0.858,0.0263,3.09E-5,0.172,250693,4,rock,spanish,77
0.447,121.989,0.657,-13.148,0.0995,0.523,0.0303,0.00105,0.478,268867,4,rock,spanish,70
0.777,123.003,0.649,-3.546,0.115,0.667,0.0397,3.43E-5,0.00738,222987,4,rock,spanish,70
